nome_escola_siope,municipio,nome_dependencia_administrativa,codigo_escola,codigo_mec,bairro,distrito,cep,complemento,endereco,numero,end2,lon,lat
MUNDO MAGICO CRECHE MUNICIPAL,Carapicuíba,MUNICIPAL,128466,35128466,JARDIM NOVO HORIZONTE,CARAPICUIBA,6341570,RUA,RUA AQUILA,75,"rua aquila 75 jardim novo horizonte , SP, Brasil",-46.8179057,-23.5764778
CRIANCA FELIZ EMEI,Nova Europa,MUNICIPAL,75449,35075449,VILA FRAIGE,NOVA EUROPA,14920000,RUA,RUA AURELIANO RICARDO SILVA,399,"rua aureliano ricardo silva 399 vila fraige , SP, Brasil",-48.568267,-21.7826984
MARIA DE FATIMA DO AMARAL PROFA EMEB,São Pedro,MUNICIPAL,226440,35226440,JARDIM SAO PEDRO,SAO PEDRO,13520000,RUA,RUA DOMINGOS DANTE,144,"rua domingos dante 144 jardim sao pedro , SP, Brasil",-47.9046661,-22.5536844
BAIRRO SARA SARA ESCOLA MUNICIPAL,Ibiúna,MUNICIPAL,229210,35229210,SARA SARA,IBIUNA,18150000,"",ESTRADA MUNICIPAL BAIRRO VERAVA,SN,"estrada municipal bairro verava sn sara sara , SP, Brasil",-47.1163365,-23.7190862
RAIMUNDO VIEIRA BASTOS ESCOLA MUNICIPAL,Ibiúna,MUNICIPAL,280161,35280161,COLEGIO,IBIUNA,18150000,"",ESTRADA MUNICIPAL BAIRRO COLEGIO,SN,"estrada municipal bairro colegio sn colegio , SP, Brasil",-48.7096759,-21.5879603
ALBERTO FERNANDES DE ARAUJO EMEF,Araçariguama,MUNICIPAL,277423,35277423,CENTRO,ARACARIGUAMA,18147000,RUA,ALAMEDA 19 DE MAIO,3,"alameda 19 de maio 3 centro , SP, Brasil",-122.2821855,37.7798721
MARIA DE OLIVEIRA DENARDI EM,Dirce Reis,MUNICIPAL,211473,35211473,CENTRO,DIRCE REIS,15715000,RUA,RUA APARECIDO MADALOSSO,2375,"rua aparecido madalosso 2375 centro , SP, Brasil",-50.5963839,-20.4640189
MARIA DE FREITAS SOUZA PROFESSORA EMEB,Araçatuba,MUNICIPAL,240023,35240023,CONJUNTO HABITACIONAL DOUTOR ANTONIO VILLELA SILVA,ARACATUBA,16057510,RUA,AREOBALDO LIMA DOUTOR,77,"areobaldo lima doutor 77 conjunto habitacional doutor antonio villela silva , SP, Brasil",-50.4508369,-21.1717738
MANOEL EUSTAQUIO DAMACENA PASTOR EMEF,Peruíbe,MUNICIPAL,218352,35218352,SAO FRANCISCO,PERUIBE,11750000,AVENIDA,ESTRADA ARMANDO CUNHA,5515,"estrada armando cunha 5515 sao francisco , SP, Brasil",-46.9796129,-24.2635765
JARDIM SOMAR EMEIF,Peruíbe,MUNICIPAL,297975,35297975,JARDIM SOMAR,PERUIBE,11750000,AVENIDA,RUA 3 ESQUINA COM ESTRADA ARMANDO CUNHAL,SN,"rua 3 esquina com estrada armando cunhal sn jardim somar , SP, Brasil",-46.9667681,-24.2649571
FERNANDO NEPOMUCENO FILHO PROF EMEF,Peruíbe,MUNICIPAL,197117,35197117,BALNEARIO SAMBURA,PERUIBE,11750000,AVENIDA,RUA EDUARDO ALVAREZ MACHADO,1159,"rua eduardo alvarez machado 1159 balneario sambura , SP, Brasil",-46.9900379,-24.304136
BAIRRO NHUNGUARA EMEIF,Eldorado,MUNICIPAL,662501,35662501,NHUNGUARA,ELDORADO,11960000,RUA,ESTRADA ELDORADO-IPORANGA,SN,"estrada eldorado-iporanga sn nhunguara , SP, Brasil",-48.1082112,-24.5269334
BENVINDA FELIZARDO COUTINHO EMEF,Eldorado,MUNICIPAL,298785,35298785,RIO BATATAL,ELDORADO,11960000,RUA,ESTRADA ELDORARO  BRACO KM 20,SN,"estrada eldoraro  braco km 20 sn rio batatal , SP, Brasil",-48.3103974,-24.6607201
NAIR SCARMAGNAN CORONA DONA EMEF,Santa Ernestina,MUNICIPAL,274707,35274707,JARDIM VANESSA,SANTA ERNESTINA,15970000,RUA,RUA MALACHIAS MARQUES DA SILVA,183,"rua malachias marques da silva 183 jardim vanessa , SP, Brasil",-47.4239194,-22.5419947
MIGUEL LATANZIO ESCOLA MUNICIPAL,Monte Mor,MUNICIPAL,198730,35198730,SANTA CRUZ,MONTE MOR,13190000,KM 06,ESTRADA MONTE MOR SANTA BARBARA DO OESTE,SN,"estrada monte mor santa barbara do oeste sn santa cruz , SP, Brasil",-47.3945876,-22.7319554
JOANINA CAPORICCI NOGUEIRA DONA CRECHE,Santa Ernestina,MUNICIPAL,229817,35229817,JARDIM BELA VISTA,SANTA ERNESTINA,15970000,RUA,RUA DOS CAVICHIOLLI,300,"rua dos cavichiolli 300 jardim bela vista , SP, Brasil",-47.0484389,-22.8758419
JULIANA COELHO DA SILVA HAMADA ESCOLA MUNICIPAL,Ibiúna,MUNICIPAL,363561,35363561,ROSARIAL,IBIUNA,18150000,RUA,RUA MIGUEL FABIANO,SN,"rua miguel fabiano sn rosarial , SP, Brasil",-46.6398238,-23.6968119
ESCOLA MUNICIPAL MARIA APARECIDA GABRIEL CARDOSO,Ibiúna,MUNICIPAL,655144,35655144,TAVARES,IBIUNA,18150000,KM 5,RODOVIA PRESIDENTE TANCREDO DE ALMEIDA NEVES,SN,"rodovia presidente tancredo de almeida neves sn tavares , SP, Brasil",-46.808639,-23.2793318
JOSE GABRIEL MACHADO ESCOLA MUNICIPAL,Ibiúna,MUNICIPAL,221119,35221119,SOROCABUCU,IBIUNA,18150000,"",ESTRADA MUNICIPAL DO SOROCABUCU,SN,"estrada municipal do sorocabucu sn sorocabucu , SP, Brasil",-47.1731704,-23.6971031
SONHO ENCANTADO CRECHE,Cajati,MUNICIPAL,216276,35216276,VILA ANTUNES,CAJATI,11950000,"",RUA ROMA,115,"rua roma 115 vila antunes , SP, Brasil",-48.1138122,-24.7357159
SHIRLEI BUENO DE PAULA PROFA ESCOLA MUNICIPAL,Cajati,MUNICIPAL,215971,35215971,BAIRRO DO AZEITE,CAJATI,11950000,RUA,RUA URUGUAI,SN,"rua uruguai sn bairro do azeite , SP, Brasil",-46.8200251,-23.6579337
ARCO IRIS EMEI,Campina do Monte Alegre,MUNICIPAL,90335,35090335,CENTRO,CAMPINA DO MONTE ALEGRE,18245000,RUA,RUA FRANCISCO PISTILA,86,"rua francisco pistila 86 centro , SP, Brasil",-48.4773606,-23.5895871
ARCO IRIS EMEI,Campina do Monte Alegre,MUNICIPAL,90335,35090335,CENTRO,CAMPINA DO MONTE ALEGRE,18245000,RUA,RUA FRANCISCO PISTILA,86,"rua francisco pistila 86 centro , SP, Brasil",-48.4773606,-23.5895871
JOAO TELHO MONSENHOR EMEF,Tabapuã,MUNICIPAL,207512,35207512,CENTRO,TABAPUA,15880000,RUA,AVENIDA WALDOMIRO CASSIANO SANTANA,1130,"avenida waldomiro cassiano santana 1130 centro , SP, Brasil",-49.034561,-20.969749
NAIR MILANO ESCOLA MUNICIPAL EDUCACAO MATERNAL E INFANTIL,Caieiras,MUNICIPAL,439411,35439411,SANTA INES,CAIEIRAS,7733005,RUA,AVAI,394,"avai 394 santa ines , SP, Brasil",-46.6315507,-23.4755768
JONAS MARTINS TEIXEIRA CRECHE MUNICIPAL,Porto Ferreira,MUNICIPAL,299145,35299145,JARDIM SERGIO DORNELLES CARVALHO,PORTO FERREIRA,13660000,RUA,RUA ABILIO FERREIRA DA SILVA,35,"rua abilio ferreira da silva 35 jardim sergio dornelles carvalho , SP, Brasil",-46.7983497,-23.6486343
VICTORIO ZANON ESCOLA MUNICIPAL DE EDUCACAO BASICA,Cajati,MUNICIPAL,215910,35215910,PARAFUSO,CAJATI,11950000,RUA,AVENIDA FERNANDO COSTA,2356,"avenida fernando costa 2356 parafuso , SP, Brasil",-47.7960688,-21.1352441
IRMA ELZA GOMES EMEMI,Caieiras,MUNICIPAL,91108,35091108,LARANJEIRAS,CAIEIRAS,7745010,RUA,SANHACO,162,"sanhaco 162 laranjeiras , SP, Brasil",-46.7160382,-23.3855628
ESCOLA MUNICIPAL VILA NORGANG,Embu-Guaçu,MUNICIPAL,483011,35483011,ALTO DO ITARARE,EMBU GUACU,6900000,RUA,SALVINO ANTONIO PIRES,691,"salvino antonio pires 691 alto do itarare , SP, Brasil",-46.8002639,-23.7790783
JANDYRA VIANNA FORJAZ EMEI,Porto Ferreira,MUNICIPAL,61815,35061815,JARDIM ANESIA,PORTO FERREIRA,13660000,RUA,RUA LYDIA TIZIANI BOSSEDA,175,"rua lydia tiziani bosseda 175 jardim anesia , SP, Brasil",-47.50272,-21.8494495
SAID ABIB TAIAR CRECHE,Porto Ferreira,MUNICIPAL,235805,35235805,JARDIM  PORTO  NOVO,PORTO FERREIRA,13660000,RUA,RUA JEAN GABRIEL VILLIN,SN,"rua jean gabriel villin sn jardim  porto  novo , SP, Brasil",-46.6606378,-23.679858
NELSON DE PAULA PROF EMEF,Ouro Verde,MUNICIPAL,272656,35272656,CENTRO,OURO VERDE,17920000,RUA,AV RIO DE JANEIRO,892,"av rio de janeiro 892 centro , SP, Brasil",-46.5288176,-23.4322558
VILA INCOMAGER CMEI,Eldorado,MUNICIPAL,643786,35643786,VILA INCOMAGER,ELDORADO,11960000,RUA,VILA INCOMAGER,SN,"vila incomager sn vila incomager , SP, Brasil",-48.1060092,-24.5166409
BAIRRO DO BRACO EMEIF,Eldorado,MUNICIPAL,643713,35643713,BRACO,BRACO,11960000,RUA,PRACA  MOISES SILVA LEITE,280,"praca  moises silva leite 280 braco , SP, Brasil",-46.6333094,-23.5505199
JOAO SOLIMEO EMEF,Duartina,MUNICIPAL,275256,35275256,NUCLEO HABITACIONAL SEBASTIAO PUPO,DUARTINA,17470000,AVENIDA,RUA HONORIO SIMAO,462,"rua honorio simao 462 nucleo habitacional sebastiao pupo , SP, Brasil",-49.3976517,-22.4255367
DAVID BARBOSA SILVA EMEB,Rio Grande da Serra,MUNICIPAL,213883,35213883,RECANTO DAS FLORES,RIO GRANDE DA SERRA,9450000,RUA,RUA FERRAZ VASCONCELOS,1,"rua ferraz vasconcelos 1 recanto das flores , SP, Brasil",-46.3792847,-23.7446815
FLORIZA JUSTA SCHUNCK ESCOLA MUNICIPAL,Embu-Guaçu,MUNICIPAL,285742,35285742,JARDIM CAMPESTRE,EMBU GUACU,6900000,RUA,RUA PADRE DONIZETE,SN,"rua padre donizete sn jardim campestre , SP, Brasil",-46.7771575,-23.8834646
MARIA LUIZA FRATTINI MARTINS PROFA EMEI,Porto Ferreira,MUNICIPAL,97226,35097226,VILA SIBILA,PORTO FERREIRA,13660000,RUA,RUA JOSE MARQUES CASTELHANO,203,"rua jose marques castelhano 203 vila sibila , SP, Brasil",-47.4638844,-21.8518991
HENRIQUE DEGASPERI EMEMI,Caieiras,MUNICIPAL,225794,35225794,VILA ROSINA,CAIEIRAS,7749500,RUA,LUIZ VAZ DE CAMOES,900,"luiz vaz de camoes 900 vila rosina , SP, Brasil",-46.7426769,-23.3875263
LAURA SALGUEIRO TORRES PROFA EMEI,Porto Ferreira,MUNICIPAL,89217,35089217,JARDIM  SALGUEIRO,PORTO FERREIRA,13660000,RUA,RUA NADIR ZADRA RIBALDO,226,"rua nadir zadra ribaldo 226 jardim  salgueiro , SP, Brasil",-47.47081,-21.8572331
DIRCE VALERIO GRACIA PROFESSORA ESCOLA MUNICIPAL,Guarujá,MUNICIPAL,282467,35282467,JARDIM TEJEREBA,GUARUJA,11440000,AVENIDA,AVENIDA DOM PEDRO I,340,"avenida dom pedro i 340 jardim tejereba , SP, Brasil",-46.2474101,-23.9887082
DIRCE VALERIO GRACIA PROFESSORA ESCOLA MUNICIPAL,Guarujá,MUNICIPAL,282467,35282467,JARDIM TEJEREBA,GUARUJA,11440000,AVENIDA,AVENIDA DOM PEDRO I,340,"avenida dom pedro i 340 jardim tejereba , SP, Brasil",-46.2474101,-23.9887082
ERNESTO FERREIRA SOBRINHO DOUTOR ESCOLA MUNICIPAL,Guarujá,MUNICIPAL,61384,35061384,SITIO PAECARA (VICENTE DE CARVALHO),VICENTE DE CARVALHO,11463250,RUA,RUA PRIMEIRO DE MAIO,215,"rua primeiro de maio 215 sitio paecara (vicente de carvalho) , SP, Brasil",-46.299116,-23.9465646
AFONSO NUNES VEREADOR EMPG E ENSINO SUPLETIVO,Guarujá,MUNICIPAL,93737,35093737,PARQUE ESTUARIO,VICENTE DE CARVALHO,11451061,RUA,RUA RUI BARBOSA,365,"rua rui barbosa 365 parque estuario , SP, Brasil",-46.2940244,-23.9421635
SARA BOZOGLIAN NUCLEO DE EDUCACAO INFANTIL,Guarujá,MUNICIPAL,235155,35235155,SITIO PAECARA (VICENTE DE CARVALHO),VICENTE DE CARVALHO,11463260,RUA,RUA BELO HORIZONTE,SN,"rua belo horizonte sn sitio paecara (vicente de carvalho) , SP, Brasil",-46.3000238,-23.9494684
LEONOR MENDES DE BARROS CEI EMEI,Caraguatatuba,MUNICIPAL,22226,35022226,TRAVESSAO,CARAGUATATUBA,11669301,RUA,RUA JOAO CARLOS BALIO,240,"rua joao carlos balio 240 travessao , SP, Brasil",-45.4490378,-23.6995651
JOANA HELENA DE CASTILHO MARQUES PROFESSORA EMEF,Penápolis,MUNICIPAL,244454,35244454,VILA SANTA TEREZINHA,PENAPOLIS,16300000,"",DR. RAMALHO FRANCO,2717,"dr. ramalho franco 2717 vila santa terezinha , SP, Brasil",-50.0629747,-21.4300672
ARTHUR NATALINO DERIGGI ESC MUN EDUC BASICA,São Carlos,MUNICIPAL,224169,35224169,CIDADE ARACY,SAO CARLOS,13573140,RUA,ARNOLDO ALMEIDA PIRES,655,"arnoldo almeida pires 655 cidade aracy , SP, Brasil",-47.9083327,-22.0550038
JOSE DE CAMPOS PEREIRA CEMEI,São Carlos,MUNICIPAL,470824,35470824,CIDADE ARACY,SAO CARLOS,13573228,RUA,RUA REINALDO PIZANI,40,"rua reinaldo pizani 40 cidade aracy , SP, Brasil",-47.9108635,-22.0570405
IRACEMA LEITE E SILVA PROFA EMEF,Borebi,MUNICIPAL,240679,35240679,CENTRO,BOREBI,18675000,RUA,RUA 13 DE MAIO,607,"rua 13 de maio 607 centro , SP, Brasil",-46.6462701,-23.5585295
CEI EMEI PROFA CELIA ROCHA LOBO,Caraguatatuba,MUNICIPAL,279626,35279626,JARAGUA,CARAGUATATUBA,11668100,RUA,BENEDITO JACINTO DO PRADO,99,"benedito jacinto do prado 99 jaragua , SP, Brasil",-45.4424441,-23.7142251
ALTO DAS BRISAS CENTRO MUNICIPAL DE EDUCACAO INTEGRADA,Penápolis,MUNICIPAL,387046,35387046,ALTO DAS BRISAS,PENAPOLIS,16300000,RUA,RUA BELMIRO LOPES,245,"rua belmiro lopes 245 alto das brisas , SP, Brasil",-50.0731654,-21.434891
CANTINHO DO SOSSEGO EMEI CRECHE,Marília,MUNICIPAL,635236,35635236,CENTRO (ROSALIA),ROSALIA,17535047,"",JOSE BELMIRO DA ROCHA,81,"jose belmiro da rocha 81 centro (rosalia) , SP, Brasil",-47.5793142,-23.6357526
JOSE JORGE FERREIRA DA SILVA CRECHE ESCOLA DE ED INFANTIL,Dobrada,MUNICIPAL,281268,35281268,CENTRO,DOBRADA,15980000,RUA,RUA JOSE GROPPA,454,"rua jose groppa 454 centro , SP, Brasil",-48.3933975,-21.5166568
RODA PIAO EMEI CRECHE,Marília,MUNICIPAL,93749,35093749,SAO PAULO,MARILIA,17510190,RUA,RIBEIRAO PRETO,530,"ribeirao preto 530 sao paulo , SP, Brasil",-46.6513326,-23.5621621
RAMIRO ROSSINI ESCOLA MUN DE EDUCACAO BASICA,Serra Azul,MUNICIPAL,63241,35063241,CENTRO,SERRA AZUL,14230000,RUA,RUA DONA MARIA DAS DORES,191,"rua dona maria das dores 191 centro , SP, Brasil",-47.5668172,-21.3110193
ALBERT SABIN NEI,Ourinhos,MUNICIPAL,61748,35061748,CONJUNTO HABITACIONAL OURINHOS D-1 E D-2,OURINHOS,19915690,RUA,HENRIQUE OLIVA SANTADE,303,"henrique oliva santade 303 conjunto habitacional ourinhos d-1 e d-2 , SP, Brasil",-49.8627992,-22.9592735
LUIZ ZILLO EMEF,Lençóis Paulista,MUNICIPAL,240849,35240849,NUCLEO HABITACIONAL LUIS ZILLO,LENCOIS PAULISTA,18685280,AVENIDA,NACOES UNIDAS,SN,"nacoes unidas sn nucleo habitacional luis zillo , SP, Brasil",-48.8096044,-22.582896
IDA VINCIGUERRA CEMEI,São Carlos,MUNICIPAL,77471,35077471,JARDIM JOCKEI CLUB A,SAO CARLOS,13565040,RUA,RIO ARAGUAIA,860,"rio araguaia 860 jardim jockei club a , SP, Brasil",-47.9019899,-21.9787796
JOSE DE BRITO CASTRO CEMEI,São Carlos,MUNICIPAL,63400,35063400,CENTRO,SANTA EUDOXIA,13579000,RUA,RUA RUI BARBOSA,SN,"rua rui barbosa sn centro , SP, Brasil",-46.6452289,-23.5575699
JOSE DE BRITO CASTRO CEMEI,São Carlos,MUNICIPAL,63400,35063400,CENTRO,SANTA EUDOXIA,13579000,RUA,RUA RUI BARBOSA,SN,"rua rui barbosa sn centro , SP, Brasil",-46.6452289,-23.5575699
JOSE DE BRITO CASTRO CEMEI,São Carlos,MUNICIPAL,63400,35063400,CENTRO,SANTA EUDOXIA,13579000,RUA,RUA RUI BARBOSA,SN,"rua rui barbosa sn centro , SP, Brasil",-46.6452289,-23.5575699
CLARA AUGUSTA DE NORONHA EMEI,Ourinhos,MUNICIPAL,65717,35065717,VILA SAO FRANCISCO,OURINHOS,19905155,RUA,FRANCISCO NUNES DE MELLO,261,"francisco nunes de mello 261 vila sao francisco , SP, Brasil",-49.8797918,-22.9967674
MARIO LUIZ BERALDO COSTA VEREADOR EMEF,Boa Esperança do Sul,MUNICIPAL,393373,35393373,JARDIM DANTE VERDOLINI,BOA ESPERANCA DO SUL,14930000,RUA,RUA DOS SEGNINI,680,"rua dos segnini 680 jardim dante verdolini , SP, Brasil",-48.3829394,-21.9832915
VISTA VERDE CIMEI IV,Boa Esperança do Sul,MUNICIPAL,475816,35475816,VISTA VERDE,BOA ESPERANCA DO SUL,14930000,RUA,RUA HILDEBRANDO DO AMARAL BRAGA,75,"rua hildebrando do amaral braga 75 vista verde , SP, Brasil",-46.7514763,-23.4752836
CRECHE E ESCOLA VEREADOR JOAQUIM RODRIGUES DE ANDRADE,Cabrália Paulista,MUNICIPAL,586079,35586079,CENTRO,CABRALIA PAULISTA,17480000,RUA,RUA BENEDITO DE ALMEIDA TEIXEIRA,1278,"rua benedito de almeida teixeira 1278 centro , SP, Brasil",-49.3327915,-22.4570394
REGDALINA CAMMAROSANO VEREADORA CIMEI,Boa Esperança do Sul,MUNICIPAL,392397,35392397,JARDIM DANTE VERDOLINI,BOA ESPERANCA DO SUL,14930000,RUA,RUA DOS SEGNINI,720,"rua dos segnini 720 jardim dante verdolini , SP, Brasil",-48.3827598,-21.9832772
BENEDITO ANTONIO LEITE ESCOLA MUNICIPAL,Ibiúna,MUNICIPAL,282698,35282698,FEITAL,IBIUNA,18150000,RUA,ESTRADA VICINAL,20,"estrada vicinal 20 feital , SP, Brasil",-47.1987899,-23.7274397
TEREZA QUEVEDO LOPES EMEI,Capela do Alto,MUNICIPAL,282273,35282273,CENTRO,CAPELA DO ALTO,18195000,RUA,RUA VICENTE ANTUNES NOGUEIRA,22,"rua vicente antunes nogueira 22 centro , SP, Brasil",-47.7360198,-23.4669964
JUSCELINO KUBISTSCHEK EMEF,Araçariguama,MUNICIPAL,422502,35422502,CINTRA GORDINHO,ARACARIGUAMA,18147000,RUA,AVENIDA PROGRESSO,25,"avenida progresso 25 cintra gordinho , SP, Brasil",-46.41914,-23.5953457
BRUNO ANTONIO PRADO EMEIEF,Colômbia,MUNICIPAL,120571,35120571,CENTRO,COLOMBIA,14795000,"",RUA RUI BARBOSA,1288,"rua rui barbosa 1288 centro , SP, Brasil",-46.6450201,-23.5623789
BARAO DE MAUA EMEI,Peruíbe,MUNICIPAL,82235,35082235,CENTRO,PERUIBE,11750000,AVENIDA,AVENIDA SAO JOAO,253,"avenida sao joao 253 centro , SP, Brasil",-46.6375731,-23.5440437
EMEI PROFESSORA NAIR DE MATTOS QUEIROZ,Tremembé,MUNICIPAL,68007,35068007,VILA NOSSA SENHORA DA GUIA,TREMEMBE,12120000,RUA,RUA PIO XII,SN,"rua pio xii sn vila nossa senhora da guia , SP, Brasil",-45.5540911,-22.9608303
JERONYMO DE SOUZA FILHO PROF EMEF,Tremembé,MUNICIPAL,220929,35220929,PARQUE VERA CRUZ,TREMEMBE,12120000,RUA,RUA DOUTOR MIGUEL VIEIRA FERREIRA,315,"rua doutor miguel vieira ferreira 315 parque vera cruz , SP, Brasil",-45.5639337,-22.9917694
ERNANI GIANNICO PROFESSOR EMEF,Tremembé,MUNICIPAL,68019,35068019,CENTRO,TREMEMBE,12120000,RUA,RUA ANTONIO LOURENCO XAVIER,SN,"rua antonio lourenco xavier sn centro , SP, Brasil",-45.5496181,-22.9646261
EMILIA DE MOURA MARCONDES PROFA EMEF,Tremembé,MUNICIPAL,273247,35273247,JARDIM RESIDENCIAL ELDORADO,TREMEMBE,12120000,RUA,AVENIDA DOS DIAMANTES,1200,"avenida dos diamantes 1200 jardim residencial eldorado , SP, Brasil",-45.5544696,-22.9758737
PAULO GOMES BIMBO EMEB,Orlândia,MUNICIPAL,202332,35202332,JARDIM TEIXEIRA,ORLANDIA,14620000,RUA,RUA VINTE E QUATRO,520,"rua vinte e quatro 520 jardim teixeira , SP, Brasil",-47.8883075,-20.7088002
LUIZ FERNANDES SERAFIM PROF EMEF,Nantes,MUNICIPAL,80214,35080214,CENTRO,NANTES,19645000,RUA,RUA RUI BARBOSA,SN,"rua rui barbosa sn centro , SP, Brasil",-46.6452289,-23.5575699
LUIZ FERNANDES SERAFIM PROF EMEF,Nantes,MUNICIPAL,80214,35080214,CENTRO,NANTES,19645000,RUA,RUA RUI BARBOSA,SN,"rua rui barbosa sn centro , SP, Brasil",-46.6452289,-23.5575699
LUIZ FERNANDES SERAFIM PROF EMEF,Nantes,MUNICIPAL,80214,35080214,CENTRO,NANTES,19645000,RUA,RUA RUI BARBOSA,SN,"rua rui barbosa sn centro , SP, Brasil",-46.6452289,-23.5575699
KEILA CELINA OIAN EMEI,Barrinha,MUNICIPAL,242330,35242330,JARDIM JOSE BOMBONATO,BARRINHA,14860000,RUA,RUA FRANCISCO CARLOS DE ALMEIDA,410,"rua francisco carlos de almeida 410 jardim jose bombonato , SP, Brasil",-48.1539748,-21.194819
JORLANDO ALBINO PINTO PROFESSOR EMEI,Nantes,MUNICIPAL,209405,35209405,CENTRO,NANTES,19645000,RUA,PROLONGAMENTO DA RUA GUARANI,SN,"prolongamento da rua guarani sn centro , SP, Brasil",-46.6333094,-23.5505199
MARCIA MARIA OTRANTO JORGE CEI,Campinas,MUNICIPAL,224595,35224595,JARDIM MYRIAN MOREIRA DA COSTA,CAMPINAS OESTE,13098404,RUA,GUERINO BRISTOTTI,272,"guerino bristotti 272 jardim myrian moreira da costa , SP, Brasil",-47.029425,-22.8133736
CASTELO BRANCO PRESIDENTE CEI,Campinas,MUNICIPAL,205084,35205084,VILA CASTELO BRANCO,CAMPINAS OESTE,13061244,RUA,RUA SILVA ALVARENGA,50,"rua silva alvarenga 50 vila castelo branco , SP, Brasil",-47.1095265,-22.9165499
PAPAI NOEL CEI,Campinas,MUNICIPAL,205278,35205278,PARQUE SANTA BARBARA,CAMPINAS OESTE,13064400,RUA,JOAQUIM TARCISIO GALLACE ZAMBON,233,"joaquim tarcisio gallace zambon 233 parque santa barbara , SP, Brasil",-47.1447919,-22.8905104
VIOLETA DORIA LINS EMEF,Campinas,MUNICIPAL,59237,35059237,VILA RICA,CAMPINAS OESTE,13050530,RUA,RUA PROFESSORA MARIA CECILIA TOZZI,27,"rua professora maria cecilia tozzi 27 vila rica , SP, Brasil",-47.0941263,-22.9345899
JOANA KALLAJIAN IRMA CEI,Campinas,MUNICIPAL,267958,35267958,JARDIM APARECIDA,NOVA APARECIDA,13068629,RUA,AMANTINO DE FREITAS,SN,"amantino de freitas sn jardim aparecida , SP, Brasil",-47.1546535,-22.857319
ROSITA PRESTES DA ROCHA EMEI,Pardinho,MUNICIPAL,75632,35075632,CENTRO,PARDINHO,18640000,RUA,RUA VITORINO,175,"rua vitorino 175 centro , SP, Brasil",-46.6498991,-23.5351231
SERGIO COLUS PROFESSOR EMEIEF,Pirassununga,MUNICIPAL,388361,35388361,JARDIM BRASILIA,PIRASSUNUNGA,13631600,RUA,JOSE DIOGUINHO BALDOVINOTI,4979,"jose dioguinho baldovinoti 4979 jardim brasilia , SP, Brasil",-47.4287554,-22.0326129
MONTEIRO LOBATO EMEIF E SUP DE PG,Sandovalina,MUNICIPAL,67969,35067969,JARDIM ALBERTO SANFELICI,SANDOVALINA,19250000,AVENIDA,RUA JOAO ALVES DOS SANTOS,491,"rua joao alves dos santos 491 jardim alberto sanfelici , SP, Brasil",-46.6218296,-23.59038
NILZA PRESTES EM,Embu das Artes,MUNICIPAL,239707,35239707,JARDIM SAO LUIZ,EMBU DAS ARTES,6816540,RUA,RUA ANGOLA,19,"rua angola 19 jardim sao luiz , SP, Brasil",-46.8155412,-23.6405571
VALDELICE APARECIDA MEDEIROS PRASS PROFA EM,Embu das Artes,MUNICIPAL,227742,35227742,PARQUE PIRAJUSSARA,EMBU DAS ARTES,6815210,RUA,JOACABA,40,"joacaba 40 parque pirajussara , SP, Brasil",-46.8161786,-23.6520747
MIGUEL DE GOES VIEIRA PROFESSOR EMEF,Fartura,MUNICIPAL,214334,35214334,VILA NOSSA SENHORA DE FATIMA,FARTURA,18870000,RUA,RUA SANTA MARIA,60,"rua santa maria 60 vila nossa senhora de fatima , SP, Brasil",-46.5071168,-23.4612667
REYNALDO RAMOS SALDANHA DA GAMA PROF EM,Embu das Artes,MUNICIPAL,244624,35244624,JARDIM NOSSA SENHORA DE FATIMA,EMBU DAS ARTES,6816250,RUA,NARUMI NAKAYAMA,100,"narumi nakayama 100 jardim nossa senhora de fatima , SP, Brasil",-46.8189096,-23.6431403
LOURDES SILVA CARDOSO CENTRO DE EDUCACAO INFANTIL,Andradina,MUNICIPAL,80724,35080724,CENTRO,ANDRADINA,16900010,RUA,PAES LEME,843,"paes leme 843 centro , SP, Brasil",-46.6977528,-23.5675831
IZABEL FELIPPINI PIZZO CEI,Andradina,MUNICIPAL,81875,35081875,CONJUNTO HABITACIONAL BELMIRO BRUNELLO,ANDRADINA,16903170,RUA,UM,SN,"um sn conjunto habitacional belmiro brunello , SP, Brasil",-51.3935644,-20.9056154
IDALIA APARECIDA GABRIEL DE PAULA CEI,Fartura,MUNICIPAL,460928,35460928,JARDIM VISTA ALEGRE,FARTURA,18870000,RUA,RUA  12 DE OUTUBRO,101,"rua  12 de outubro 101 jardim vista alegre , SP, Brasil",-46.703418,-23.5191024
JOSE INACIO DINIZ EMEB,São João da Boa Vista,MUNICIPAL,81401,35081401,ALEGRE,SAO JOAO DA BOA VISTA,13874540,PRACA,CRUZ SANTA,36,"cruz santa 36 alegre , SP, Brasil",-46.6333094,-23.5505199
MARIA ANGELINA SEVERINO PROFESSORA EMEB,São João da Boa Vista,MUNICIPAL,59456,35059456,JARDIM PROGRESSO,SAO JOAO DA BOA VISTA,13876449,RUA,RUA JOAO BATISTA DORNELLAS,35,"rua joao batista dornellas 35 jardim progresso , SP, Brasil",-46.7768805,-21.9896322
MARIA FRANCO DE SOUSA PENARIOL PROFESSORA EMEF,Paraíso,MUNICIPAL,282900,35282900,JARDIM SAO LUIZ,PARAISO,15825000,RUA,RUA MANOEL LEOCADIO DE LIMA,900,"rua manoel leocadio de lima 900 jardim sao luiz , SP, Brasil",-77.042754,-12.0463731
